AGS,Gültige,Union,SPD,Linke,AfD,FDP,Grüne,Sonstige
9573111,1417,29.6,20.8,2.4,11.9,10.7,13.8,10.8
9573114,7413,30.6,20,2.9,8.4,10.6,15.4,12.1
9573115,2881,32.4,22.1,2.2,8.6,9.5,13.2,12
9573120,6807,30.7,22.4,2.8,9.2,9.4,14.6,10.9
9573122,11062,32.1,21.5,3,8.5,10.1,15.2,9.6
9573123,2319,34.5,18,1.7,8,12.9,15.7,9.2
9573124,1546,31.2,22.5,2.2,6.8,8.6,16,12.7
9573125,6737,31.7,20.9,2.4,8.6,9.1,15,12.3
9573126,2120,33.3,21.8,2.8,8.4,9.7,12.5,11.5
9573127,8392,32.7,21.6,2.8,9.3,10.4,13,10.2
9573129,976,36.8,18.4,2.7,8.7,10.2,13.6,9.6
9573130,4212,29.9,21.5,3.1,9.3,9.6,15.8,10.8
9573133,3435,34,21,3.3,9.6,8.8,11.6,11.7
9573134,15878,30.7,22.3,2.7,9,9.7,14.7,10.9
9574111,753,37.1,14.9,3.1,9.7,7.3,7.7,20.2
9574112,10033,29.7,21.3,3.3,7,9,17.3,12.4
9574117,7711,31.6,21.3,1.9,9,9.2,14.7,12.3
9574120,801,31.1,22.5,2.6,7.1,6.7,15.4,14.6
9574123,8838,29.4,21.7,2.8,9.2,9.8,15.5,11.6
9574128,2439,32.9,20,2.7,7.9,7.3,14.2,15
9574129,860,34.9,23,1.9,11.9,5.6,6.6,16.1
9574131,1147,28.7,26.7,3.3,7,7.2,15.2,11.9
9574132,7698,29.6,21.9,3.6,7.3,8.3,17.6,11.7
9574135,1389,33.8,15.8,2.8,7.2,8.4,11.4,20.6
9574138,15985,30,21.1,2.8,6.9,9.2,17.1,12.9
9574139,4620,35.2,18.4,2.3,8.1,9.7,11.7,14.6
9574140,1784,35.6,21,2.2,10.6,5.6,9.4,15.6
9574141,3018,32.5,21.1,2.4,7.8,8.4,13.9,13.9
9574145,1106,32.9,16.6,2.6,8.2,7.5,13.9,18.3
9574146,1488,33.7,23.5,2.6,6.5,8.5,13.6,11.6
9574147,3391,29.9,22.6,2.7,10.7,7.3,13.3,13.5
9574150,1550,31,25,2.9,9.4,8.8,11.5,11.4
9574152,6737,27,25.7,3.5,8.8,8.7,13.2,13.1
9574154,3195,32.1,18.3,1.9,6.5,12.9,19.9,8.4
9574155,5309,32.7,21.6,2.2,8.3,8.5,13,13.7
9574156,5713,32.5,19.6,2.4,6.2,11.4,17.7,10.2
9574157,5196,30.4,22,3.1,9.3,8.4,15.4,11.4
9574158,2194,35.2,17.4,2.1,8.8,8,12.9,15.6
9574160,1152,30.8,27.2,3,7.6,6.6,12.4,12.4
9574161,978,31.9,25.1,3.7,9.7,4.2,11.5,13.9
9574164,2807,31.5,21.1,2.8,9.1,9.6,14.6,11.3
9575112,6446,33.4,21.5,3,10.1,8.4,11.3,12.3
9575113,841,30.9,18,2.3,11.2,9.6,12.1,15.9
9575115,2083,32.9,19.2,3.8,10.5,8.6,11.9,13.1
9575116,1576,34.5,19,2.7,10,8.5,11.2,14.1
9575117,1148,36.7,17,2.9,12.3,7.4,8.4,15.3
9575118,2402,34,21.5,1.8,9.7,8.4,12.2,12.4
9575119,1379,32.6,18,4.2,7.8,8.6,12.9,15.9
9575121,3909,36.1,19,3.6,8.1,7.5,12.9,12.8
9575122,681,37,18.5,1.8,8.7,10.6,10.1,13.3
9575124,483,31.7,15.7,3.7,9.3,9.3,11.4,18.9
9575125,1598,34.3,14.6,3.1,10.5,10.5,11.6,15.4
9575127,558,34.8,21.3,1.3,8.1,7.5,13.6,13.4
9575128,888,35.8,21.6,2.5,7,8.7,13.2,11.2
9575129,1052,32.5,16.9,2.2,9,11.2,15.9,12.3
9575130,450,37.3,13.1,3.1,8.4,11.3,8,18.8
9575133,589,37.7,16.3,1.9,11,6.8,10.9,15.4
9575134,743,33.5,19.2,3,6.5,10.9,12.2,14.7
9575135,1446,38,16.3,2.1,9.2,8.5,11,14.9
9575138,712,29.4,22.1,2.8,11,6.5,10.1,18.1
9575143,1015,34.7,16.8,2.9,8.8,8.3,11.6,16.9
9575144,1192,35.7,18.4,2.2,13.4,5.6,10.7,14
9575145,3554,36.2,19.9,2.2,8.5,8.4,11.1,13.7
9575146,748,44.8,14.2,1.5,8.4,7.9,8.8,14.4
9575147,650,36.6,18.9,0.9,12.9,6.3,8.5,15.9
9575150,970,28.4,21,3.2,13.9,7.4,11.6,14.5
9575152,1462,35.1,19.7,2.2,8.8,8.3,11.4,14.5
9575153,7563,30.9,21.6,3,9.5,9.9,13.6,11.5
9575155,510,40.6,13.9,2.5,7.8,10.8,11.8,12.6
9575156,1567,35.4,17.9,2.1,9.8,8.9,11.4,14.5
9575157,821,36.3,12.9,3.2,9.6,7.8,9.3,20.9
9575161,2788,34.5,21.7,2.1,10.2,8,10.5,13
9575163,618,36.6,14.2,2.3,8.1,12.6,10,16.2
9575165,1586,39.8,17.4,2.3,8.4,8.6,9.6,13.9
9575166,906,32.6,22.3,3.3,9.6,8.2,10,14
9575167,1804,32.3,16.9,3.3,11.3,9.9,10.8,15.5
9575168,3576,32.8,23.4,2.6,9.7,9.7,11,10.8
9575179,682,31.1,18.6,2.1,8.4,5.3,15.4,19.1
9575181,976,40.6,16.1,1.9,9.2,11.6,10.7,9.9
9576111,3644,37.5,19.3,2.3,10.5,7.1,9,14.3
9576113,5184,34.5,17.8,2.1,9.1,9.7,11.6,15.2
9576117,3517,32.1,21.1,3.2,9.2,8.3,13,13.1
9576121,4419,30.3,20.3,2.8,9.1,8.7,13.2,15.6
9576122,4672,45.4,12.8,1.4,8.4,8,8.4,15.6
9576126,3045,42.8,14.7,1.8,8.9,9.8,8.3,13.7
9576127,8693,34.3,17.8,2.7,7,8.7,15.3,14.2
9576128,2026,34.2,18.1,1.6,9.4,9.4,12.4,14.9
9576132,4962,32.5,22.4,2.5,9.3,9.7,11.9,11.7
9576137,4639,31.5,20.8,2.2,9.3,10.1,12.7,13.4
9576141,1879,37.1,18.5,2.2,9.5,9.8,10.3,12.6
9576142,2562,38.3,17.5,1.8,9.1,9.1,10.9,13.3
9576143,14427,29.3,22,3.3,10.3,9.4,12.6,13.1
9576147,3370,39,15.6,2.3,9.3,7.7,11,15.1
9576148,3432,35,16.9,1.6,10.2,7.8,10.6,17.9
9576151,10366,,,,,,0,
9577111,903,39,13.2,2.4,9.4,9.3,10.9,15.8
9577113,660,38.3,12.4,2.3,9.4,8,9.8,19.8
9577114,1541,27.1,24.4,2.5,7.7,9.9,12.4,16
9577115,761,43.9,12.6,1.3,8.7,7.1,8.4,18
9577120,797,42.5,15.4,1.6,8.5,8.8,6.9,16.3
9577122,1219,38.8,17.8,1.6,8.7,6.3,9.4,17.4
9577125,2543,35,20.1,2.3,8.7,10.1,11.1,12.7
9577127,588,41.3,16.2,0.2,7.3,10,9.2,15.8
9577133,579,51.5,10.7,1.2,6.7,6.7,7.8,15.4
9577136,9447,32.1,20.8,2.5,9.5,8.2,13.2,13.7
9577138,1779,36.5,20.4,1.5,10.1,7.3,8.9,15.3
9577140,1473,44.8,12.6,1.9,10.2,7.6,6.4,16.5
9577141,791,33.1,22.8,2.8,6.6,10.6,7.6,16.5
9577148,1361,31.5,20,2.3,10.9,5.4,10.7,19.2
9577149,875,29.9,27.4,2.2,5.8,6.4,16,12.3
9577150,600,33.2,16.3,2.7,8.5,7.5,11.5,20.3
9577151,912,38.4,14.1,1.5,10.5,7.1,10.9,17.5
9577158,2266,33.3,21.7,2.6,10.2,7.2,9.2,15.8
9577159,1087,29,21.3,1.9,7.8,8.8,13.5,17.7
9577161,4799,35.7,19,1.8,9.6,9.3,10.2,14.4
9577162,1043,34.8,15.8,3.4,8.4,7.9,11.6,18.1
9577163,843,41.8,11.4,2.4,7.9,5.9,10.4,20.2
9577168,920,28,27.7,3,11.7,10,7.3,12.3
9577172,815,36.8,18.9,1.7,6.4,7.6,11.8,16.8
9577173,7006,31,22.7,2.7,11.1,7.9,10.1,14.5
9577177,10392,30.7,22.9,2.5,8.5,8.9,12.7,13.8
9577179,774,39.8,11,2.3,8.8,5.8,13.2,19.1
9661000,37016,26.6,21.4,3.7,9.3,11.8,17.4,9.8
9662000,25044,28,22.9,5.1,12.3,10.1,11.6,10
9663000,76870,24.5,19,5.4,5.9,11.1,25.6,8.5
9671111,12116,33.5,19.9,2.7,6.7,12.6,15.9,8.7
9671112,3661,33.7,18.2,1.6,10.9,11.1,13.3,11.2
9671113,1004,37.2,17.6,2.5,9.3,9.7,12.6,11.1
9671114,4902,29.7,22.5,2.6,8.1,12.1,15.5,9.5
9671119,1413,35.5,19.2,2.4,10.7,10.5,10.8,10.9
9671120,2247,31.5,22.4,2.8,6.3,12.7,15.3,9
9671121,6241,34.2,19.1,2.4,8.1,12,13.6,10.6
9671122,9708,30.9,20.1,2.5,11,10.8,12.6,12.1
9671124,5429,33.2,20.5,2.3,9.9,11.4,13.2,9.5
9671126,1387,35.1,25.2,1.9,9.4,8.7,9.4,10.3
9671127,1351,37.8,20.1,1.9,10,11,8.7,10.5
9671128,580,42.1,16.9,1.4,7.4,9.8,7.8,14.6
9671130,8238,34.1,20.5,1.9,8.2,11.1,13.9,10.3
9671133,2669,31.6,18.7,3.2,9.2,11.7,16.2,9.4
9671134,5222,29.1,22.5,3.5,9.6,10.4,15.7,9.2
9671135,1227,39.9,16.4,2.4,10.8,7.6,10,12.9
9671136,4889,31.7,20.8,2.2,8.9,10.9,14.6,10.9
9671138,1341,34.7,18.7,3.1,11.3,9.8,10.9,11.5
9671139,3162,34.6,21.6,2.5,9.8,9.7,11.5,10.3
9671140,4902,29,24,2.6,11.8,11,11,10.6
9671141,1338,37.7,13.8,2.2,15.4,10.6,7.8,12.5
9671143,7782,35,18.7,2.8,8.6,10.7,12.9,11.3
9671148,1174,29,30.5,2.3,8.6,9.5,9.5,10.6
9671150,2395,34.9,20.2,2.4,8.6,9.5,13.2,11.2
9671152,2589,35.1,16.4,2.5,9.5,9.2,14.3,13
9671153,858,32.5,19.3,2.4,11.9,8.9,11.2,13.8
9671155,4155,27.7,26.5,2.7,11.3,10.2,9.5,12.1
9671156,2345,30.6,22.4,1.6,13,9.4,11,12
9671157,1254,39.4,23.1,1.7,12.1,8.9,6.8,8
9671159,1305,39.1,14.7,2.8,11,9.7,10.2,12.5
9671160,1109,40.1,16.3,1.5,15.7,7.3,5.4,13.7
9671162,707,37.1,20.2,2,8.6,8.1,12,12
9672111,591,35.7,16.1,2.4,10.7,9.6,9.3,16.2
9672112,2984,35.7,17.8,3,11.1,9.3,8.6,14.5
9672113,3318,36.7,18.2,3.2,13.4,9.5,9.4,9.6
9672114,13081,34.8,21,3.4,9.8,10.1,10.6,10.3
9672117,4934,41.5,14.7,2.8,12.2,7.7,4.8,16.3
9672121,1999,37.2,20.2,3.1,10.1,8.2,10,11.2
9672122,962,38.7,20.2,3.2,10.4,8.2,8.4,10.9
9672124,1333,38.3,17.3,2.5,10.5,9.7,9,12.7
9672126,565,40,17,3.4,7.4,7.8,9,15.4
9672127,7178,39.1,17.7,2.4,9.3,8.2,11,12.3
9672131,3030,34,23,3.8,10.3,8.2,8.9,11.8
9672134,1165,45.7,14.8,1.6,11.1,8.3,7.1,11.4
9672135,4851,38,17.1,3.4,9.4,8.7,11.2,12.2
9672136,2611,33.9,19.1,2.2,11.4,8.8,9.8,14.8
9672138,1443,42.1,15.2,1,8.6,10.9,8.6,13.6
9672139,3470,40.7,15.6,2.1,10,9.2,8.5,13.9
9672140,3345,40.6,16.1,2.9,9.7,9.2,10,11.5
9672142,787,35.6,18.8,2,10.9,8.1,6.6,18
9672143,867,46,12.7,1.5,7,11.3,11,10.5
9672145,669,45.1,13.9,1,7.3,10.9,8.5,13.3
9672149,1144,51.6,11.5,1.7,9.1,5.4,8.1,12.6
9672155,647,35.7,22.1,4.2,5.1,7.1,12.1,13.7
9672157,755,44.2,15,3.3,8.3,6.2,7.2,15.8
9672161,1496,43.2,16,2,9.3,9.2,8.6,11.7
9672163,1744,43.9,13.6,2.8,12.6,11.6,6,9.5
9672166,1386,34.4,18.3,2.5,10.6,11.3,7.1,15.8
9673113,527,40.2,15.4,1.1,8.5,12.3,3.4,19.1
9673114,8267,35.7,18.3,3.8,9.9,9.7,12.1,10.5
9673116,1345,39.5,14,2.6,8.3,9.2,11.7,14.7
9673117,3153,43.2,16.4,2.4,9.2,6.8,8.3,13.7
9673123,1450,44.3,15.5,3.1,8.7,7.4,9.9,11.1
9673126,694,36.7,14.4,2.6,9.4,7.9,11.7,17.3
9673127,775,40.6,16.5,2.8,6.7,7.6,9.4,16.4
9673129,461,44.9,11.7,1.7,13.4,7.4,5.2,15.7
9673130,612,45.4,12.4,2.1,10.5,7.8,8.2,13.6
9673131,405,43.5,14.3,1,12.1,7.2,4.7,17.2
9673133,895,36.6,17.4,2.7,7,10.9,11.7,13.7
9673134,745,35.8,16.6,4.4,11.9,7.2,6.6,17.5
9673135,2349,39.3,17.3,3.4,9.6,7.7,9.6,13.1
9673136,1014,42.7,13,2.8,9,8.3,10.8,13.4
9673141,3640,36.8,15.6,2.5,11.6,8.5,9.2,15.8
9673142,3577,39.5,16.3,3.2,9.7,10.7,8,12.6
9673146,1041,39.9,13.3,3.3,12.7,9.7,9.4,11.7
9673147,710,37.5,16.1,2.4,11.8,10.3,8.9,13
9673149,1777,42.9,14,2.9,10.2,6.8,8,15.2
9673151,1047,40.5,15.5,2.4,9.6,12.2,7.8,12
9673153,2181,34.5,23.2,3.1,9.7,9.4,7.9,12.2
9673156,645,33.8,18.1,1.2,11,9.5,8.2,18.2
9673160,1092,39.9,14.7,2.5,10.9,8.7,9.7,13.6
9673161,1490,37.1,16.4,2.8,10.2,10.1,13.3,10.1
9673162,1671,47.1,15.4,2.6,10.9,5.7,6.1,12.2
9673163,834,44.5,13.5,1.3,9.1,8,10.4,13.2
9673167,597,37.2,15.2,3,14.7,8.5,5,16.4
9673170,740,33.4,17.4,2.8,11.1,13.1,8.8,13.4
9673171,646,46.3,11.8,2.3,11.3,9.4,6.7,12.2
9673172,803,35.6,16.7,2.5,13,8.3,7.5,16.4
9673173,1172,41.6,14,1.9,9.1,9,8,16.4
9673174,705,39.6,12.6,2.7,10.5,9.1,6,19.5
9673175,628,35,17.8,3.7,6.4,8.3,17.4,11.4
9673182,352,31,20.5,3.4,15.6,11.1,8.2,10.2
9673183,948,38.9,15.4,2.7,6.8,9.5,13.1,13.6
9673184,1049,43.9,12.7,2.9,10.7,8.6,9.5,11.7
9673186,1106,42.3,12.5,3.9,9.9,9,6.6,15.8
9674111,1183,39.7,12.8,2.8,10.1,7.8,7.5,19.3
9674118,739,33.8,18.9,3.9,12.2,8.8,5.8,16.6
9674120,617,34.4,14.9,3.9,10,6.6,7.3,22.9
9674121,953,36,19.1,2.5,14.3,6.7,5.1,16.3
9674129,2440,29.1,24.7,2.4,12.8,8.3,8.8,13.9
9674130,4886,34.1,20,2.6,10.6,7.9,9,15.8
9674133,3385,34.1,19.9,2.4,12.1,8,9.2,14.3
9674139,904,33.4,19.4,2.5,13.8,12.2,8.3,10.4
9674147,8196,34.7,18.8,2.6,10.8,8.6,11.6,12.9
9674149,3311,37.6,17.4,2.4,10,8.2,9.9,14.5
9674153,1160,45.8,13.4,1,9.6,6.1,7.2,16.9
9674159,2633,36.3,17,2.2,14.9,7.6,7.1,14.9
9674160,889,37.6,19.5,1.8,11.1,7.5,5.4,17.1
9674163,4188,35.7,15.7,3.2,13.2,9.2,7.8,15.2
9674164,2504,32.3,22.2,3.1,9.9,8.1,10.2,14.2
9674171,2184,34.1,24.3,2,12,8.3,5.7,13.6
9674180,1888,35.1,17.9,3.7,13.7,8.1,8.9,12.6
9674184,1082,34.7,16.9,1.9,15.7,8.1,6.9,15.8
9674187,2007,42.1,13.1,1.6,14.3,7.2,5.1,16.6
9674190,1142,32.6,21.5,2.7,10.2,7.6,7.5,17.9
9674195,2163,37.5,18.4,3.1,10.5,7.9,7.9,14.7
9674201,813,34.2,18.1,2.1,12.1,9.6,8.6,15.3
9674210,1099,33.6,25.8,1.9,9.3,8.8,8.6,12
9674219,1329,34.2,16.3,2.9,15.3,9.6,8.3,13.4
9674221,3512,33.2,19.4,3.3,10.6,9.9,12.1,11.5
9674223,399,38.8,16.3,3,10.5,7.8,9.8,13.8
9675111,551,43,15.6,0.9,11.4,7.1,8.9,13.1
9675112,1345,35.8,20.6,2.2,9.7,10,10.4,11.3
9675113,813,41.7,15,2.3,9.3,12.3,8,11.4
9675114,734,30.1,22.9,2.2,9,8.2,12.3,15.3
9675116,579,35.8,14.2,3.8,9.7,11.1,11.2,14.2
9675117,4607,35.8,19.2,2.5,9.1,9.7,11.5,12.2
9675127,1502,40.3,13.3,2.4,11.9,8.3,8.1,15.7
9675131,1070,38.5,22.2,1.1,8.3,7.3,10,12.6
9675139,3257,34.1,20.3,1.9,8.2,9.1,13.1,13.3
9675141,10645,30.2,22.6,3.6,10.4,9.1,12.9,11.2
9675142,1050,33.2,24,2.2,12.5,7.8,8.3,12
9675144,1465,31.1,25.2,2.6,8.1,10.2,11.7,11.1
9675146,1189,27.3,23.7,2.7,8.4,8.7,11.4,17.8
9675147,2297,34.1,22.3,2.8,8.1,8.5,13.5,10.7
9675148,754,27.9,26.3,3.6,11,8,8.4,14.8
9675149,1243,34,18.2,2.5,11.6,8.9,9.3,15.5
9675150,699,30.9,14.2,2.6,8,12.6,14.9,16.8
9675155,726,55.1,10.1,1.7,3.7,6.9,8.3,14.2
9675156,1165,32,24.4,2.8,7,9.1,13.4,11.3
9675158,2091,37.2,18.9,2.6,9.4,10.7,8,13.2
9675161,1254,38.6,18.8,2.1,5.7,10,11.8,13
9675162,571,38.4,15.8,1.9,12.4,8.6,7.9,15
9675165,2360,42,15.4,2.2,7.8,9.9,10.3,12.4
9675166,538,35.9,19.1,2.6,10,11.9,8.9,11.6
9675167,722,41.1,11.5,2.8,10.2,10.4,7.2,16.8
9675169,1057,41.8,18.2,2.8,4.6,8.3,11.5,12.8
9675170,885,42.5,14.6,2.7,9,9.2,13.6,8.4
9675174,5889,37.3,18.1,3.3,6.1,9.3,13.6,12.3
9675177,704,29.3,23.9,1.8,10.1,9.9,8.9,16.1
9675178,2995,34,18,2.8,9.4,10.9,10.9,14
9675179,1092,40.8,15.1,1.8,6,11.4,10.5,14.4
9676111,857,47.8,14.6,1.3,11.4,5.5,4.6,14.8
9676112,2379,34.8,22.8,2.6,5.9,8.2,12.4,13.3
9676116,2790,32.5,23,2.3,6.2,11.4,13.5,11.1
9676117,1456,37.2,21.5,1.6,9.3,8.5,8.8,13.1
9676118,1121,33.7,27.8,1.7,8,7.4,8.8,12.6
9676119,1685,44.9,17.4,2.5,6.8,8.1,8.8,11.5
9676121,4642,30.3,18.5,2.6,10,10.4,12.3,15.9
9676122,4787,28.8,22.7,3.3,9.9,10.2,12.2,12.9
9676123,2483,32.7,22.4,1.3,11.6,9.2,8.3,14.5
9676124,1696,35,24.6,1.8,9.1,7.1,7.3,15.1
9676125,3140,31.8,23.2,2.2,10.2,10.2,9.6,12.8
9676126,2686,33.3,18.2,2.4,7.8,11.3,12.1,14.9
9676128,1227,37.2,16.5,2.4,9.1,9.1,11.2,14.5
9676131,1518,40.4,20.9,1.3,7.3,8.2,9.4,12.5
9676132,1922,26.1,24.2,3.1,12.4,8.9,10.1,15.2
9676133,3443,30.6,19.1,2.4,9.7,11.2,13.1,13.9
9676134,3279,29.4,21.7,3.1,9.7,9.4,12.4,14.3
9676135,891,32.8,21.3,1.9,9,11.2,10.8,13
9676136,2938,41.8,14.3,1.9,10.6,10.6,8,12.8
9676139,5066,31.7,20.1,2.4,8.6,12.6,13.4,11.2
9676140,3050,30.6,18.2,2.3,11.5,10.1,11.7,15.6
9676141,1667,34,18.1,1.6,8.3,8.7,10.4,18.9
9676143,1033,47.4,18.6,1.7,5.7,7.1,9,10.5
9676144,3224,29.7,17.6,2.8,8.9,11.1,13.5,16.4
9676145,5046,29.2,20,1.8,8.9,11.3,13.5,15.3
9676151,1069,35.7,15.7,2.1,13.9,9.4,6.9,16.3
9676153,490,34.5,23.9,1.4,7.1,7.1,10.6,15.4
9676156,1107,46,19.3,2.8,5.4,7.9,7,11.6
9676158,840,35.5,20.4,1.8,13.5,9.3,6.4,13.1
9676160,4470,33,18,2.4,9.4,11,13.4,12.8
9676165,1432,32.3,23.3,2.5,10,9.3,10.1,12.5
9676169,2483,27.3,23.3,2.8,9.7,8.7,12,16.2
9677114,5428,39.6,17.1,1.9,8.1,9.1,9.8,14.4
9677116,627,39.9,23.1,1.1,13.9,6.7,3,12.3
9677119,1480,38,18.5,1.7,9.7,8.4,7.6,16.1
9677120,1215,38.6,16,1.7,16.5,6.9,5.8,14.5
9677122,1625,35,26.5,2.4,8.5,7.9,7.4,12.3
9677125,1640,34,22.4,2.9,8.6,7,12.9,12.2
9677126,1328,33.3,17.3,2.1,10.8,8.8,9.9,17.8
9677127,2195,44.1,13.4,2,7.7,8.5,8.6,15.7
9677128,584,51.5,13.9,1.2,4.8,7.5,9.1,12
9677129,2985,32.9,27.8,2.3,5.9,7.4,12.2,11.5
9677131,6112,37,21.6,2.4,9.1,7.9,9.9,12.1
9677132,764,43.2,20.3,0.7,5.4,6.7,11.9,11.8
9677133,921,43.4,13.2,1.8,12.9,7.8,6.8,14.1
9677135,1259,31.9,19.3,2.8,10.9,9.5,14.8,10.8
9677137,764,33.9,22.6,2.7,9.7,8.5,10.9,11.7
9677142,1092,36.6,18.3,1.5,7.2,8.2,15,13.2
9677146,961,35,17.2,3.4,10.7,9.4,10.2,14.1
9677148,9552,36.4,22.2,2.3,7,7.2,14.8,10.1
9677149,1220,39.3,17.6,2.7,11.4,7.8,8.1,13.1
9677151,2444,31.3,22,2.5,10.6,9.7,11.4,12.5
9677154,2929,34.2,21.9,2.5,9.9,9.1,9.7,12.7
9677155,9121,34.8,23.6,2.5,5.9,8.7,14.2,10.3
9677157,6451,32.2,20.5,3.2,10.1,8.4,12.7,12.9
9677159,565,29.7,28.9,2.5,10.8,9.9,5.5,12.7
9677164,569,38.1,24.1,2.6,7.2,4.4,11.8,11.8
9677165,794,37.9,19.4,1.1,8.4,7.6,7.6,18
9677166,792,33.3,23.6,3.4,8.5,6.8,10.9,13.5
9677169,612,32.5,27.8,2.1,10.8,8,4.9,13.9
9677170,1864,23.3,34.2,2.5,7.2,7.5,13,12.3
9677172,607,34.1,22.9,3.6,9.1,10.9,8.2,11.2
9677175,1120,42.1,17.9,1.7,4.9,5.6,13.9,13.9
9677177,1275,38,23.9,2.6,9.3,6.3,9.6,10.3
9677178,673,36.7,16.5,1.8,11.7,8.2,8.8,16.3
9677181,643,29.1,23.6,4,9.8,11,9.6,12.9
9677182,568,41.5,20.4,1.8,11.1,5.3,6.3,13.6
9677186,1493,43.3,17.1,1.7,5.7,6.9,12.9,12.4
9677189,896,32.3,21.7,2.7,9.5,7.9,11.4,14.5
9677193,934,38.1,19.3,1.6,12,10.1,7,11.9
9677200,884,29.4,27.9,2.6,9.2,7.8,8.3,14.8
9677203,4165,36.1,22,2.3,7.7,7.8,12.1,12
9678115,3355,33.4,20.4,2.6,7.8,11.5,11.4,12.9
9678122,918,41.7,15.5,1.1,8.9,9.3,10.6,12.9
9678123,4823,36.3,19,2.8,9.3,10.4,11.7,10.5
9678124,1313,42.7,13.9,2.4,11.4,8.3,7.2,14.1
9678128,2045,33.9,20.4,2.6,11.4,9.1,12.1,10.5
9678130,683,46.6,14.2,2.2,6.4,7.2,11.1,12.3
9678132,1707,37.4,18.3,3.6,11.7,9,8.7,11.3
9678134,4156,33.1,19.1,3.1,10.3,9.9,11.3,13.2
9678135,3757,31.3,23.3,3.8,10.6,9.8,10,11.2
9678136,2319,33.1,21,2.9,9.2,10.6,12.8,10.4
9678138,2820,35.9,15.7,2.8,12.1,10.5,9.1,13.9
9678150,3951,40.9,15.4,1.9,9,11.3,9.1,12.4
9678153,596,42.1,14.9,2.5,12.8,7.7,7.6,12.4
9678157,785,39.6,14.9,2.3,13.4,7.5,7.1,15.2
9678160,4741,31.4,21.6,3,13.4,9.9,9.7,11
9678164,1005,45.8,12,2.5,7.7,9.3,8.5,14.2
9678168,2893,35.6,15.8,2.9,12.9,10.1,10.6,12.1
9678170,2957,40.1,17.6,2.5,10.4,10.4,8.3,10.7
9678174,5151,35.9,21.2,3.1,9.2,8.8,10.2,11.6
9678175,1229,41.8,15.3,2.9,8.5,10.8,11.6,9.1
9678176,2748,31.1,21.9,3.7,11.2,10.3,10.3,11.5
9678178,2590,29.1,22.8,3,10.7,10.2,10,14.2
9678181,2670,39.5,17,2.1,10.4,7.8,9,14.2
9678183,1390,39.6,12.7,3.2,12.3,10.5,9.1,12.6
9678186,2674,39.9,17.6,2.4,10.5,8.7,9.9,11
9678190,1929,38.3,18.3,2.7,10.1,7.6,11.2,11.8
9678192,2465,46.8,13.9,2.6,9.4,7.9,7.5,11.9
9678193,7082,39.4,15.6,3,8.2,8.5,12,13.3
9678196,705,40,18.9,3.3,6.4,10.6,11.5,9.3
9679114,959,42,14.3,1.6,7.3,10.4,11.5,12.9
9679117,2528,37,17.3,2.5,7.1,9.8,13.8,12.5
9679118,607,42.7,17.3,2.3,7.7,7.2,9.9,12.9
9679122,893,44.3,12.7,2.9,8.2,9.9,10.4,11.6
9679124,2197,33.8,20.8,2.5,5.4,11.7,17.6,8.2
9679126,2142,31.3,22.9,3.3,6.4,11.2,15.4,9.5
9679128,1258,36.9,22.4,2.4,3.9,7.2,19.1,8.1
9679130,3653,36.9,21.4,2.1,5.4,10.2,15.4,8.6
9679131,806,39.3,23.4,1.5,8.9,8.4,10.1,8.4
9679134,1743,47,12.4,1.7,7.4,10,10.6,10.9
9679135,575,42.1,14.6,1,7.5,12,7.3,15.5
9679136,4118,26.7,21.3,4.6,5.4,9.9,22.6,9.5
9679137,889,30.3,23.2,2.2,6.7,11,14.6,12
9679138,3183,35.2,17.6,2.2,11.8,10.7,10.3,12.2
9679141,1149,37.2,17.7,2.1,8,9.6,10.1,15.3
9679142,2980,30.8,27.4,2,7.6,10.5,12.7,9
9679143,1704,40.9,16.1,3.3,8.3,8.6,11.9,10.9
9679144,1863,42,13.5,2.3,8.3,8.9,10.3,14.7
9679146,2503,34.2,21.4,2.6,6.4,10.4,14.3,10.7
9679147,6346,30.1,22,2.8,4.8,10.7,21.6,8
9679149,690,41.6,20.9,2.5,7.4,6.5,9.9,11.2
9679153,1497,36.9,23.9,2.7,7.4,7.6,12.4,9.1
9679154,1703,32.3,25.7,1.9,9.6,10.9,9.5,10.1
9679155,1335,30,28.8,3.2,8.3,9.3,9.7,10.7
9679156,3319,36.7,19.7,2.2,4.9,9.9,16.7,9.9
9679161,2255,30,24.3,3.4,4.7,9.4,19.6,8.6
9679164,1462,38.7,16.8,1.8,11,8.7,11.6,11.4
9679165,1355,32.7,25.2,3,7.7,6.2,13.4,11.8
9679167,914,36.3,18.9,3.2,6.1,11.4,14,10.1
9679169,759,41.4,14.6,2.5,11.1,10.3,8,12.1
9679170,6788,34.7,23.1,3,8.4,9.2,12.3,9.3
9679174,807,39.5,16.4,1.9,7.6,11,8.4,15.2
9679175,2358,30.9,21,3.7,6.5,10,17.9,10
9679176,2853,29.3,21.7,2.8,6.8,10.7,17.2,11.5
9679177,1017,31.1,19.7,4,9.2,8.8,14,13.2
9679179,556,42.3,12.2,2.5,14,10.6,4.5,13.9
9679180,5041,33.3,22.9,2.5,7.3,10.4,13.7,9.9
9679182,1094,43.6,14.1,2.2,9,8.6,10.3,12.2
9679185,3585,32.7,22.8,2.4,6.1,10.9,15.1,10
9679187,1385,37.8,20.4,2,3.8,11.1,17.5,7.4
